Input,Generated Gloss
fna1 4 add new york and connecticut to the foregoing seven and they will be less than a majority,FN1 4 ADD NEW YORK AND CONNECTICUT TO FOREGO SEVEN AND X-Y WILL BE DESC-LESS THAN MAJORITY
the necessity of a government as energetic as the one proposed to the preservation of the union from the new york packet,NECESSITY GOVERNMENT AS DESC-ENERGYTIC AS ONE PROPOSE TO PRESERVATION UNION FROM DESC-NEW YORK PACKAGE
tuesday december 18 1787,TUESDAY DECEMBER 18 1787
to the people of the state of new york the necessity of a constitution at least equally energetic with the one proposed to the preservation of the union is the point at the examination of which we are now arrived,TO PEOPLE STATE NEW YORK NECESSITY CONSTITUTION AT DESC-LEAST DESC-EQUALLY DESC-ENERGYTIC WITH ONE PROPOSE TO PRESERVATION UNION BE POINT AT EXAMINEMENT WHICH X-WE BE DESC-NOW ARRIVE
this inquiry will naturally divide itself into three branches the objects to be provided for by the federal government the quantity of power necessary to the accomplishment of those objects the persons upon whom that power ought to operate,THIS INQUIRY WILL DESC-NATURALLY DISPIRE X-ITSELF INTO THREE BRUNCH OBJECT TO BE PROVIDE FOR BY DESC-FEDERAL GOVERNMENT QUANTITY POWER DESC-NECESSARY TO ACCOMPLISHMENT THOSE OBJECTIVE PERSON UPON WHOM THAT POWER OUGHT TO OPERATE
its distribution and organization will more properly claim our attention under the succeeding head,X-ITS DISTRIBUTION AND ORGANIZATION WILL MORE DESC-PROPERLY CLAIM X-WE ATTENTION UNDER SUCCEED HEAD
the authorities essential to the common defense are these to raise armies to build and equip fleets to prescribe rules for the government of both to direct their operations to provide for their support,AUTHORITY DESC-ESSENTIAL TO DESC-COMMON DEFENSE BE SE TO RAISE ARMY TO BUILD AND EQUIP FLEET TO PREVENT RULE FOR GOVERNMENT BOTH TO DESC-DIRECT X-Y OPERATION TO PROVIDE FOR X-Y SUPPORT
these powers ought to exist without limitation because it is impossible to foresee or define the extent and variety of national exigencies or the correspondent extent and variety of the means which may be necessary to satisfy them,SE POWER OUGHT TO EXIST WITHOUT LIMITATION BECAUSE X-IT BE DESC-IMPOSSIBLE TO FORESEE OR DEFINE EXTENT AND VARIOUSTY DESC-NATIONAL ESTRICTION OR CORRESPONDENT EXTENT AND VARIOUSITY MEANS WHICH MAY BE DESC-NECESSARY TO SATISFY X-Y
the circumstances that endanger the safety of nations are infinite and for this reason no constitutional shackles can wisely be imposed on the power to which the care of it is committed,CIRCUMSTANCE THAT ENDANGER SAFETY NATION BE DESC-INFINITE AND FOR THIS REASON NO DESC-CONSTITUTIONAL SHACKLE CAN DESC-WISELY BE IMPOSE ON POWER TO WHICH CARE X-IT BE COMMIT
this power ought to be coextensive with all the possible combinations of such circumstances and ought to be under the direction of the same councils which are appointed to preside over the common defense,THIS POWER OUGHT TO BE COEXTENSIVE WITH ALL DESC-POSSIBLE COMBINATION DESC-SUCH CIRCUMSTANCE AND OUGHT TO BE UNDER DIRECTION DESC-SAME COUNCIL WHICH BE APPOINT TO PRESIDE OVER DESC-COMMON DEFENSE
this is one of those truths which to a correct and unprejudiced mind carries its own evidence along with it and may be obscured but can not be made plainer by argument or reasoning,THIS BE ONE THOSE TRUTH WHICH TO DESC-CORRECT AND DESC-UNPREPAJICED MIND CARRY X-ITS DESC-OWN EVIDENCE ALONG WITH X-IT AND MAY BE DESC-OBSERVED BUT CAN DESC-NOT BE MAKE DESC-PAIRER BY ARGUMENT OR RELIGION
it rests upon axioms as simple as they are universal the means ought to be proportioned to the end the persons from whose agency the attainment of any end is expected ought to possess the means by which it is to be attained,X-IT REST UPON AXIOM AS DESC-SIMPLE AS X-Y BE DESC-UNIVERSAL MEANS OUGHT TO BE PROPORTION TO END PERSON FROM WHOSE AGENCY ACHIEVEMENT ANY END BE EXPECT OUGHT TO POSSESS MEANS BY WHICH X-IT BE TO BE ATTENTION
defective as the present confederation has been proved to be this principle appears to have been fully recognized by the framers of it though they have not made proper or adequate provision for its exercise,DESC-DEFECTIVE AS DESC-PRESENT CONFEDERATION HAVE BE PROVE TO BE THIS PRINCIPLE APPEAR TO HAVE BE DESC-FULLY RECOGNIZE BY FRAMER X-IT THOUGH X-Y HAVE DESC-NOT MAKE DESC-PROPER OR DESC-ADEQUATE PROVISION FOR X-ITS EXERCISE
congress have an unlimited discretion to make requisitions of men and money to govern the army and navy to direct their operations,CONGRESS HAVE DESC-UNLIMITED DISCRETION TO MAKE REQUISITION MAN AND MONEY TO GOVERN ARMY AND NAVY TO DESC-DIRECT X-Y OPERATION
it was presumed that a sense of their true interests and a regard to the dictates of good faith would be found sufficient pledges for the punctual performance of the duty of the members to the federal head,X-IT BE PRETEND THAT SENSE X-Y DESC-TRUE INTEREST AND REGARD TO DICATE DESC-GOOD FAITH WOULD BE FIND DESC-SUFFICIENT PLEDGE FOR DESC-PRECUTUAL PERFORMANCE DUTY MEMBER TO DESC-FEDERAL HEAD
shall the union be constituted the guardian of the common safety,SHALL UNION BE CONSTITUTE GUARDIAN DESC-COMMON SAFETY
are fleets and armies and revenues necessary to this purpose,BE FLEET AND ARMY AND REVENUE DESC-NECESSARY TO THIS PURPOSE
the government of the union must be empowered to pass all laws and to make all regulations which have relation to them,GOVERNMENT UNION MUST BE EMPOWER TO PASS ALL LAW AND TO MAKE ALL REGULATION WHICH HAVE RELATION TO X-Y
the same must be the case in respect to commerce and to every other matter to which its jurisdiction is permitted to extend,DESC-SAME MUST BE CASE IN RESPECT TO COMMERCE AND TO EVERY DESC-OR MATTER TO WHICH X-ITS JURISDICTION BE PERMIT TO EXTEND
is the administration of justice between the citizens of the same state the proper department of the local governments,BE ADMINISTRATION JUSTICE BETWEEN CITIZEN DESC-SAME STATE DESC-PROPER DEPARTMENT DESC-LOCAL GOVERNMENT
these must possess all the authorities which are connected with this object and with every other that may be allotted to their particular cognizance and direction,SE MUST POSSESS ALL AUTHORITY WHICH BE CONNECT WITH THIS OBJECT AND WITH EVERY DESC-OR THAT MAY BE ALLOT TO X-Y DESC-PARTICULAR CINCINNANCE AND DIRECTION
is there not a manifest inconsistency in devolving upon the federal government the care of the general defense and leaving in the state governments the effective powers by which it is to be provided for,BE DESC-RE DESC-NOT MARK INCONSISTENCE IN DEVOLVE UPON DESC-FEDERAL GOVERNMENT CARE DESC-GENERAL DEFENSE AND LEAVE IN STATE GOVERNMENT DESC-EFFECTIVE POWER BY WHICH X-IT BE TO BE PROVIDE FOR
is not a want of cooperation the infallible consequence of such a system,BE DESC-NOT WANT COOPERATION DESC-INFALLIBLE CONSEQUENCE DESC-SUCH SYSTEM
and will not weakness disorder an undue distribution of the burdens and calamities of war an unnecessary and intolerable increase of expense be its natural and inevitable concomitants,AND WILL DESC-NOT WEAKNESS ORGANIZATION DESC-UNDUE DISTRIBUTION BURDEN AND CALVAMITY WAR DESC-UNNECESSARY AND DESC-INTOLERABLE INCREASE EXPENSE BE X-ITS DESC-NATURAL AND DESC-INEVITABLE CONCOMITANTANT
have we not had unequivocal experience of its effects in the course of the revolution which we have just accomplished,HAVE X-WE DESC-NOT HAVE DESC-UNEQUIVOCAL EXPERIENCE X-ITS EFFECT IN COURSE REVOLUTION WHICH X-WE HAVE DESC-JUST ACCOMPLISH
every view we may take of the subject as candid inquirers after truth will serve to convince us that it is both unwise and dangerous to deny the federal government an unconfined authority as to all those objects which are intrusted to its management,EVERY VIEW X-WE MAY TAKE SUBJECT AS DESC-CANDIDATE INQUIRYR AFTER TRUTH WILL SERVE TO CONVINCE X-WE THAT X-IT BE BOTH DESC-UNWISE AND DESC-DANGEROUS TO DENY DESC-FEDERAL GOVERNMENT DESC-UNCONFIGURED AUTHORITY AS TO ALL THOSE OBJECT WHICH BE INTRUST TO X
it will indeed deserve the most vigilant and careful attention of the people to see that it be modeled in such a manner as to admit of its being safely vested with the requisite powers,X-IT WILL DESC-INDEED DESERVE MOST DESC-VIGILANT AND DESC-CAREFUL ATTENTION PEOPLE TO SEE THAT X-IT BE MODEL IN DESC-SUCH MANNER AS TO ADMIT X-ITS BE DESC-SAFELY VESTER WITH PREREQUISITE POWER
if any plan which has been or may be offered to our consideration should not upon a dispassionate inspection be found to answer this description it ought to be rejected,IF ANY PLAN WHICH HAVE BE OR MAY BE OFFER TO X-WE CONSIDERATION SHOULD DESC-NOT UPON DESC-DISPARIENT INSPECTION BE FIND TO ANSWER THIS DESCRIPTION X-IT OUGHT TO BE REJECT
a government the constitution of which renders it unfit to be trusted with all the powers which a free people ought to delegate to any government would be an unsafe and improper depositary of the national interests,GOVERNMENT CONSTITUTION WHICH REND X-IT DESC-UNFIT TO BE TRUST WITH ALL POWER WHICH DESC-FREE PEOPLE OUGHT TO DELEGATE TO ANY GOVERNMENT WOULD BE DESC-UNSAFE AND DESC-IMPAIRLY DESC-DEPOSITARY DESC-NATIONAL INTEREST
wherever these can with propriety be confided the coincident powers may safely accompany them,WHEREVER SE CAN WITH PROPRIETY BE CONFIDENCE COINCIDENTAL POWER MAY DESC-SAFELY ACCOMPANY X-Y
this is the true result of all just reasoning upon the subject,THIS BE DESC-TRUE RESULT ALL DESC-JUST RELIEF UPON SUBJECT
and the adversaries of the plan promulgated by the convention ought to have confined themselves to showing that the internal structure of the proposed government was such as to render it unworthy of the confidence of the people,AND ABONY PIPE PROMOLGATE BY CONVENTION OUGHT TO HAVE CONFINE X-MSELVES TO SHOW THAT DESC-INTERNAL STRUCTURE PROPOSE GOVERNMENT BE DESC-SUCH AS TO REND X-IT DESC-UNWORTHY CONFIDENCE PEOPLE
they ought not to have wandered into inflammatory declamations and unmeaning cavils about the extent of the powers,X-Y OUGHT DESC-NOT TO HAVE WORRY INTO DESC-INCRUMMATORY DECLAMATION AND DESC-UNMEANING CAVIL ABOUT EXTENT POWER
the powers are not too extensive for the objects of federal administration or in other words for the management of our national interests nor can any satisfactory argument be framed to show that they are chargeable with such an excess,POWER BE DESC-NOT DESC-TOO DESC-EXTENSIVE FOR OBJECTIVE DESC-FEDERAL ADMINISTRATION OR IN DESC-OR WORD FOR MANAGEMENT X-WE DESC-NATIONAL INTEREST NOR CAN ANY DESC-SATISFACTORY ARGUMENT BE FRAM TO SHOW THAT X-Y BE DESC-CHARGEABLE WITH DESC-SUCH EXCESSION
for the absurdity must continually stare us in the face of confiding to a government the direction of the most essential national interests without daring to trust it to the authorities which are indispensible to their proper and efficient management,FOR ABSURDITY MUST DESC-CONTINUALLY STACE X-WE IN FACE CONFIDING TO GOVERNMENT DESC-ESSENTIAL DESC-NATIONAL INTEREST WITHOUT DARE TO TRUST X-IT TO AUTHORITY WHICH BE DESC-INDEPENSIBLE TO X-Y DESC-PROPER AND DESC-EFFICIENT MANAGEMENT
let us not attempt to reconcile contradictions but firmly embrace a rational alternative,LET X-WE DESC-NOT ATTEMPT TO RECONCILIATE CONTRADICTION BUT DESC-FIRMLY EMBRACE DESC-REALISTIC ALTERNATIVE
i trust however that the impracticability of one general system can not be shown,X-I TRUST DESC-HOWEVER THAT IMPLICABLETY ONE DESC-GENERAL SYSTEM CAN DESC-NOT BE SHOW
this at all events must be evident that the very difficulty itself drawn from the extent of the country is the strongest argument in favor of an energetic government for any other can certainly never preserve the union of so large an empire,THIS AT ALL EVENT MUST BE DESC-EVIDENT THAT DESC-VERY DIFFICULTY X-ITSELF DRAW FROM EXTENT COUNTRY BE DESC-STRONGEST ARGUMENT IN FAVOR DESC-ENERGY GOVERNMENT FOR ANY DESC-OR CAN DESC-CERTAINLY DESC-NEVER PRESERVE UNION DESC-SO DESC-LARGE IMPERIAL
if we embrace the tenets of those who oppose the adoption of the proposed constitution as the standard of our political creed we can not fail to verify the gloomy doctrines which predict the impracticability of a national system pervading entire limits of the present confederacy,IF X-WE ENCOURAGE TENET THOSE WHO OPPOSE ADOPTION PROPOSE CONSTITUTION AS STANDARD X-WE DESC-POLITICAL CREED X-WE CAN DESC-NOT FAIL TO VERIFY DESC-GLOMY DOCUMENT WHICH PREDICT IMPACTABILITY DESC-NATIONAL SYSTEM PERVADE DESC-ENTIRE LIMIT DESC-PRESENT CONFEDERATE
the powers necessary to the common defense further considered for the independent journal,POWER DESC-NECESSARY TO DESC-COMMON DEFENSE DESC-FURR CONSIDER FOR DESC-INDEPENDENT JOURNAL
disappointed in his first surmise the person i have supposed would be apt to pursue his conjectures a little further,DESC-DISAPPOINTED IN X-HE DESC-FIRST SURMISE PERSON X-I HAVE SUPPOSE WOULD BE DESC-APT TO PURSUE X-HE CONJECTURE DESC-LITTLE DESC-FURR
he would naturally say to himself it is impossible that all this vehement and pathetic declamation can be without some colorable pretext,X-HE WOULD DESC-NATURALLY SAY TO X-HIMSELF X-IT BE DESC-IMPOSSIBLE THAT ALL THIS VEHEMENT AND DESC-PATRIOTICAL DECLAMATION CAN BE WITHOUT SOME DESC-COLORABLE PRETEXT
still however he would be persuaded that there must be some plausible foundation for the cry raised on this head,DESC-STILL DESC-HOWEVER X-HE WOULD BE PERSUADE THAT DESC-RE MUST BE SOME DESC-PLUSIBLE FOUNDATION FOR CRY RAISE ON THIS HEAD
it would probably occur to him that he would be likely to find the precautions he was in search of in the primitive compact between the states,X-IT WOULD DESC-PROBABLY OCCUR TO X-HE THAT X-HE WOULD BE DESC-LIKELY TO FIND PRECAUTIONS X-HE BE IN SEARCH IN DESC-PRIMARIOUS COMPACT BETWEEN STATE
here at length he would expect to meet with a solution of the enigma,DESC-HERE AT LENGTH X-HE WOULD EXPECT TO MEET WITH SOLUTION ENGIGAM
no doubt he would observe to himself the existing confederation must contain the most explicit provisions against military establishments in time of peace and a departure from this model in a favorite point has occasioned the discontent which appears to influence these political champions,NO DOUBT X-HE WOULD OBSERVE TO X-HIMSELF EXIST CONFEGATION MUST CONTAIN MOST DESC-EXPLICIT PROVISION AGAINST DESC-MILITARY ESTABLISHMENT IN TIME PEACE AND DEPARTURE FROM THIS MODEL IN FAVORITE POINT HAVE OCCASION DISCONTENT WHICH APPEAR TO INFLUENCE SE DESC-POLITICAL CAMP
even such a man could hardly forbear remarking that a conduct of this kind has too much the appearance of an intention to mislead the people by alarming their passions rather than to convince them by arguments addressed to their understandings,DESC-EVEN DESC-SUCH MAN COULD DESC-HARDLY FORBEAR REMARK THAT CONDUCT THIS KIND HAVE DESC-TOO DESC-MUCH APPEARANCE INTENTION TO MISLEAD PEOPLE BY ALARM X-Y PATHETICS DESC-RAR THAN TO CONVINCE X-Y BY ARGUMENT ADDRESS TO X-Y UNDERSTANDING
but however little this objection may be countenanced even by precedents among ourselves it may be satisfactory to take a nearer view of its intrinsic merits,BUT DESC-HOWEVER DESC-LITTLE THIS OBJECTION MAY BE ACCORDANCE DESC-EVEN BY PREVIOT AMONG X-OURSELVES X-IT MAY BE DESC-SATISFACTORY TO TAKE NEARER VIEW X-ITS DESC-INTERNIAL MERIT
from a close examination it will appear that restraints upon the discretion of the legislature in respect to military establishments in time of peace would be improper to be imposed and if imposed from the necessities of society would be unlikely to be observed,FROM DESC-CLOSE EXAMINEMENT X-IT WILL APPEAR THAT RESTRICT UPON DISCRETION LEGISLATIVE IN RESPECT TO DESC-MILITARY ESTABLISHMENT IN TIME PEACE WOULD BE DESC-IMPOSSIBLE TO BE IMPOSE AND IF IMPOSE FROM NECESSITY SOCIETY WOULD BE DESC-UNLIKELY TO BE OCCUR OBSERVE
though a wide ocean separates the united states from europe yet there are various considerations that warn us against an excess of confidence or security,THOUGH DESC-WIDE OCEANS DESC-SEPARATE UNITE STATE FROM EUROPE DESC-YET DESC-RE BE DESC-VARIOUS CONSIDERATION THAT WARN X-WE AGAINST EXCESS CONFIDENCE OR SECURITY
on one side of us and stretching far into our rear are growing settlements subject to the dominion of britain,ON ONE SIDE X-WE AND STRETCH DESC-FAR INTO X-WE REAR BE GROW SETTLEMENT SUBJECT TO DOMINION BRITAIN
on the other side and extending to meet the british settlements are colonies and establishments subject to the dominion of spain,ON DESC-OR SIDE AND EXTEND TO MEET BRITISH STANDARD BE COLONY AND ESTABLISHMENT SUBJECT TO DOMINION SPAIN
this situation and the vicinity of the west india islands belonging to these two powers create between them in respect to their american possessions and in relation to us a common interest,THIS SITUATION AND NEIGHBOURSHIP WEST INDIA ISLAND BEHAVE TO SE TWO POWER CREATE BETWEEN X-Y IN RESPECT TO X-Y DESC-AMERICAN POSSESSION AND IN RELATION TO X-WE DESC-COMMON INTEREST
the savage tribes on our western frontier ought to be regarded as our natural enemies their natural allies because they have most to fear from us and most to hope from them,DESC-SAVAGE TRIBUNAL ON X-WE DESC-WESTERN FRIDGE OUGHT TO BE REGARD AS X-WE DESC-NATURAL ENEMY X-Y DESC-NATURAL ALLY BECAUSE X-Y HAVE MOST TO FEAR FROM X-WE AND MOST TO HOPE FROM X-Y
the improvements in the art of navigation have as to the facility of communication rendered distant nations in a great measure neighbors,IMPROVEMENT IN ART NAVIGATION HAVE AS TO FACILITY COMMUNICATION REND DESC-DISTANT NATION IN DESC-GREAT MEASURE NEIGHBOR
britain and spain are among the principal maritime powers of europe,BRITAIN AND SPAIN BE AMONG PRINCIPAL MARITIME POWER EUROPE
a future concert of views between these nations ought not to be regarded as improbable,FUTURE CONCERT VIEW BETWEEN SE NATION OUGHT DESC-NOT TO BE REGARD AS DESC-IMPROBABLE
the increasing remoteness of consanguinity is every day diminishing the force of the family compact between france and spain,INCREASE RADARROWNESS CONSANGUINITY BE EVERY DAY DISMINISH FORCE FAMILY COMPACT BETWEEN FRANCE AND SPAIN
and politicians have ever with great reason considered the ties of blood as feeble and precarious links of political connection,AND POLITICIAN HAVE DESC-EVER WITH DESC-GREAT REASON CONSIDER TIE BLOOD AS DESC-FEBLE AND DESC-PRACAROUS LINK DESC-POLITICAL CONNECTION
these circumstances combined admonish us not to be too sanguine in considering ourselves as entirely out of the reach of danger,SE CIRCUMSTANCES COMBINE ADMONISH X-WE DESC-NOT TO BE DESC-TOO DESC-SANTAINE IN CONSIDER X-OURSELVES AS DESC-ENTIRELY OUT REACH DANGER
previous to the revolution and ever since the peace there has been a constant necessity for keeping small garrisons on our western frontier,DESC-PREVIOUS TO REVOLUTION AND DESC-EVER SINCE PEACE DESC-RE HAVE BE DESC-CONSTANT NECESSITY FOR KEEP DESC-SMALL GRANNISON ON X-WE DESC-WESTERN BRIDGE
no person can doubt that these will continue to be indispensable if it should only be against the ravages and depredations of the indians,NO PERSON CAN DOUBT THAT SE WILL CONTINUE TO BE DESC-INDISPENSABLE IF X-IT SHOULD DESC-ONLY BE AGAINST RUAGE AND DEPREDATION INDIAN
these garrisons must either be furnished by occasional detachments from the militia or by permanent corps in the pay of the government,SE GARNISON MUST EIR BE FURNITURE BY DESC-OCCASIONAL DETAILMENT FROM MILITIUM OR BY DESC-PERMANENT CORPS IN PAY GOVERNMENT
the first is impracticable and if practicable would be pernicious,DESC-FIRST BE DESC-IMPACTABLE AND IF DESC-PRACTICALLY WOULD BE DESC-PERNICOUS
the militia would not long if at all submit to be dragged from their occupations and families to perform that most disagreeable duty in times of profound peace,MILITIUM WOULD DESC-NOT DESC-LONG IF AT ALL SUBMIT TO BE DROLL FROM X-Y OCCUPATION AND FAMILY TO PERFORM THAT MOST DESC-DISAGREVABLE DUTY IN TIME DESC-PROFOUND PEACE
and if they could be prevailed upon or compelled to do it the increased expense of a frequent rotation of service and the loss of labor and disconcertion of the industrious pursuits of individuals would form conclusive objections to the scheme,AND IF X-Y COULD BE PREVAIL UPON OR COMPLY TO DO X-IT INCREASE EXPENSE DESC-FREQUENT ROOTATION SERVICE AND LOSS LABOR AND DISCONCERNATION DESC-INDUSTRIAL PURSUE INDIVIDUAL WOULD FORM DESC-CONCLUSIVE OBJECTION TO SCHEME
it would be as burdensome and injurious to the public as ruinous to private citizens,X-IT WOULD BE AS DESC-BURDENSOME AND DESC-INDIJURIOUS TO PUBLIC AS RUINOUS TO DESC-PRIVATE CITIZEN
the latter resource of permanent corps in the pay of the government amounts to a standing army in time of peace a small one indeed but not the less real for being small,DESC-LATTER RESOURCE DESC-PERMANENT CORPS IN PAY GOVERNMENT AMOUNT TO STANDING ARMY IN TIME PEACE DESC-SMALL ONE DESC-INDEED BUT DESC-NOT DESC-LESS DESC-REAL FOR BE DESC-SMALL
here is a simple view of the subject that shows us at once the impropriety of a constitutional interdiction of such establishments and the necessity of leaving the matter to the discretion and prudence of the legislature,DESC-HERE BE DESC-SIMPLE VIEW SUBJECT THAT SHOW X-WE AT DESC-ONCE IMPROPRIITY DESC-CONSTITUTIONAL INTERDICTION DESC-SUCH ESTABLISHMENT AND NECESSITY LEAVE MATTER TO DISCRETION AND PRUDENCE LEGISLATIVE
in proportion to our increase in strength it is probable nay it may be said certain that britain and spain would augment their military establishments in our neighborhood,IN PROPORTION TO X-WE INCREASE IN STRENGTH X-IT BE DESC-PROBABLY NAY X-IT MAY BE SAY DESC-CERTAIN THAT BRITAIN AND SPAIN WOULD ASSIST X-Y DESC-MILITARY ESTABLISHMENT IN X-WE NEIGHBORHOOD
if we should not be willing to be exposed in a naked and defenseless condition to their insults and encroachments we should find it expedient to increase our frontier garrisons in some ratio to the force by which our western settlements might be annoyed,IF X-WE SHOULD DESC-NOT BE DESC-WILLING TO BE EXPOSE IN DESC-NUCLEAR AND DESC-DEFENSELESS CONDITION TO X-Y INJURY AND ECARGORMMENT X-WE SHOULD FIND X-IT DESC-EXPEDITENT TO INCREASE X-WE BRIDGE GARRISON IN SOME RATE TO FORCE BY WHICH X
there are and will be particular posts the possession of which will include the command of large districts of territory and facilitate future invasions of the remainder,DESC-RE BE AND WILL BE DESC-PARTICULAR POST POSSESSION WHICH WILL INCLUDE COMMAND DESC-LARGE DISTRICT TERRITORY AND FACILITATE FUTURE INVASION RESUME
it may be added that some of those posts will be keys to the trade with the indian nations,X-IT MAY BE ADD THAT SOME THOSE POST WILL BE KEY TO TRADE WITH INDIAN NATION
can any man think it would be wise to leave such posts in a situation to be at any instant seized by one or the other of two neighboring and formidable powers,CAN ANY MAN THINK X-IT WOULD BE DESC-WISE TO LEAVE DESC-SUCH POST IN SITUATION TO BE AT ANY IMMEDIATE SEIZE BY ONE OR DESC-OR TWO NEIGHBOR AND DESC-FORWARDS POWER
to act this part would be to desert all the usual maxims of prudence and policy,TO ACT THIS PART WOULD BE TO DESERVE ALL DESC-USUAL MATERIAL PRUDENCE AND POLICY
if we mean to be a commercial people or even to be secure on our atlantic side we must endeavor as soon as possible to have a navy,IF X-WE MEAN TO BE DESC-COMMERCIAL PEOPLE OR DESC-EVEN TO BE DESC-SECURE ON X-WE ATLANTIC SIDE X-WE MUST EFFORT AS DESC-SOON AS DESC-POSSIBLE TO HAVE NAVY
to this purpose there must be dockyards and arsenals and for the defense of these fortifications and probably garrisons,TO THIS PURPOSE DESC-RE MUST BE DOCKETYARD AND ARCHITECTURE AND FOR DEFENSE SE FORTIFICATION AND DESC-PROBABLY GARNISON
fna1 1 this statement of the matter is taken from the printed collection of state constitutions,FN1 1 THIS STATEMENT MATTER BE TAKE FROM PRINT COLLECTION STATE CONSTITUTION
pennsylvania and north carolina are the two which contain the interdiction in these words as standing armies in time of peace are dangerous to liberty they ought not to be kept up,PENSYLVANIUM AND DESC-NORTH CAROLINA BE TWO WHICH CONTAIN INTERDICTION IN SE WORD AS STAND ARMY IN TIME PEACE BE DESC-DANGEROUS TO LIBERTY X-Y OUGHT DESC-NOT TO BE KEEP DESC-UP
this is in truth rather a caution than a prohibition,THIS BE IN TRUTH DESC-RAR CAUTION THAN PROHIBITION
new york has no bills of rights and her constitution says not a word about the matter,NEW YORK HAVE NO BILL RIGHTS AND X-SHE CONSTITUTION SAY DESC-NOT WORD ABOUT MATTER
no bills of rights appear annexed to the constitutions of the other states except the foregoing and their constitutions are equally silent,NO BILL RIGHTS APPEAR ANNEX TO CONSTITUTION DESC-OR STATE EXCEPT FOREGOING AND X-Y CONSTITUTION BE DESC-EQUALLY DESC-SILENT
i am told however that one or two states have bills of rights which do not appear in this collection but that those also recognize the right of the legislative authority in this respect,X-I BE TELL DESC-HOWEVER THAT ONE OR TWO STATE HAVE BILL RIGHTS WHICH DO DESC-NOT APPEAR IN THIS COLLECTION BUT THAT THOSE DESC-ALSO RECOGNIZE DESC-RIGHT DESC-LEGISLATIVE AUTHORITY IN THIS RESPECT
the same subject continued the powers necessary to the common defense further considered from the new york packet,DESC-SAME SUBJECT CONTINUE POWER DESC-NECESSARY TO DESC-COMMON DEFENSE DESC-FURR CONSIDER FROM DESC-NEW YORK PACKAGE
friday december 21 1787,FRIDAY DECEMBER 21 1787
to the people of the state of new york it may perhaps be urged that the objects enumerated in the preceding number ought to be provided for by the state governments under the direction of the union,TO PEOPLE STATE NEW YORK X-IT MAY DESC-PERHAPS BE URGE THAT OBJECT ENEMERATED IN PRECEDE NUMBER OUGHT TO BE PROVIDE FOR BY STATE GOVERNMENT UNDER DIRECTION UNION
the territories of britain spain and of the indian nations in our neighborhood do not border on particular states but encircle the union from maine to georgia,TERRITORY BRITAIN SPAIN AND INDIAN NATION IN X-WE NEIGHBORHOOD DO DESC-NOT BORDER ON DESC-PARTICULAR STATE BUT ECRICLE UNION FROM MAINE TO GEORGIUM
the danger though in different degrees is therefore common,DANGER THOUGH IN DESC-DIFFERENT DEGREE BE DESC-REFORE DESC-COMMON
and the means of guarding against it ought in like manner to be the objects of common councils and of a common treasury,AND MEANS GUARD AGAINST X-IT OUGHT IN DESC-LIKE MANNER TO BE OBJECT DESC-COMMON COUNCIL AND DESC-COMMON TREASURERY
it happens that some states from local situation are more directly exposed,X-IT HAPPEN THAT SOME STATE FROM DESC-LOCAL SITUATION BE MORE DESC-DIRECTLY EXPOSE
new york is of this class,NEW YORK BE THIS CLASS
upon the plan of separate provisions new york would have to sustain the whole weight of the establishments requisite to her immediate safety and to the mediate or ultimate protection of her neighbors,UPON PLAN DESC-SEPARATE PROVISION NEW YORK WOULD HAVE TO SUSTAIN WHOLE WEIGHT ESTABLISHMENT PREREQUISITE TO X-SHE DESC-IMMEDIATE SAFETY AND TO MEDIATE OR DESC-ULTIMATE PROTECTION X-SHE NEIGHBOR
this would neither be equitable as it respected new york nor safe as it respected the other states,THIS WOULD NEIR BE DESC-EQUAL AS X-IT RESPECT NEW YORK NOR DESC-SAFE AS X-IT RESPECT DESC-OR STATE
various inconveniences would attend such a system,DESC-VARIOUS INCONVENIENCE WOULD ATTEND DESC-SUCH SYSTEM
the states to whose lot it might fall to support the necessary establishments would be as little able as willing for a considerable time to come to bear the burden of competent provisions,STATE TO WHOSE LOT X-IT MIGHT FALL TO SUPPORT DESC-NECESSARY ESTABLISHMENT WOULD BE AS DESC-LITTLE DESC-ABLE AS DESC-WILLING FOR DESC-CONSIDERABLE TIME TO COME TO BEAR BURDEN DESC-COMPETENT PROVISION
the security of all would thus be subjected to the parsimony improvidence or inability of a part,SECURITY ALL WOULD DESC-THUS BE SUBJECT TO PARSIMOINE IMPROVISION OR INABILITY PART
they would each choose to have some counterpoise and pretenses could easily be contrived,X-Y WOULD EACH CHOOSE TO HAVE SOME COUNTERPOISE AND PRESTENS COULD DESC-EASILY BE CONTRIVE
in this situation military establishments nourished by mutual jealousy would be apt to swell beyond their natural or proper size and being at the separate disposal of the members they would be engines for the abridgment or demolition of the national authority,IN THIS SITUATION DESC-MILITARY ESTABLISHMENT NEIGHBOUR BY DESC-MUTUAL JERSEY WOULD BE DESC-APPROPRIATE TO SWELL BEYOND X-Y DESC-NATURAL OR DESC-PROPER SIZE AND BE AT DESC-SEPARATE DISPOSAL MEMBER X-Y WOULD BE ENGINE FOR ABRIDGEMENT OR DEMOVAL DESC-NATIONAL
on the other hand the liberty of the people would be less safe in this state of things than in that which left the national forces in the hands of the national government,ON DESC-OR HAND LIBERTY PEOPLE WOULD BE DESC-LESS DESC-SAFE IN THIS STATE THING THAN IN THAT WHICH LEAVE DESC-NATIONAL FORCE IN HAND DESC-NATIONAL GOVERNMENT
