Input,Generated Gloss
her hand he seis d and to a shadie bank thick overhead with verdant roof imbowr d he led her nothing loath flours were the couch pansies and violets and asphodel and hyacinth earths freshest softest lap,HER HAND X-HE SEE D AND TO SHADAIE BANK DESC-THICK OVERHEAD WITH VERDANT ROOF IMBOWR D EXPLAIN NOTHING LOATH FRUIT BE COFFEE PANSY AND VIRGIN AND ASPHODEL AND HYACINTH EARTH FRESHEST SOFTEST LAPTOP
there they thir fill of love and loves disport took largely of thir mutual guilt the seale the solace of thir sin till dewie sleep oppress d them wearied with thir amorous play,DESC-RE X-Y THIR FILL LOVE AND LIKE DISPORT TAKE LARGELY THRIR MULTILATE GUILTY SEALE SOLACE THIR SIN UNTIL DEWIE SLEEP OPPRESS DR E WOUNDED WITH TIR DESPOROUS PLAY
how shall i behold the face henceforth of god or angel earst with joy and rapture so oft beheld those heav nly shapes will dazle now this earthly with thir blaze insufferably bright,HOW SHALL X-I BEHOLD FACE DESC-HENCEFORTH GOD OR ANGEL EARST WITH JOURNAL AND RAPTURE SO OFT BELLOW THOSE HEAV NEIGH SHAPE WILL DAZLNOW THIS EMOTIONAL WITH TIR BLOCK INSUFFERABLY BRIGHT
such of late columbus found th american to girt with featherd cincture naked else and wilde among the trees on iles and woodie shores,DESC-SUCH LATER COLUMBUS FIND TH AMERICAN TO GIRT WITH FEATURED CINCTURE NEUTRAL EXCEPT AND WILDE AMONG TREE ON ILE AND WODOWIE SHORE
let none henceforth seek needless cause to approve the faith they owe when earnestly they seek such proof conclude they then begin to faile,LET NONE DESC-HENCEFORTH SEEK NEEDLESS CAUSE TO APPROVE FAITH X-Y OWE WHEN EVENESTLY Y SEIK SUCH PROOF CONCLUDE HE N BEGIN TO FAIL
to whom soon mov d with touch of blame thus eve,TO WHOM DESC-SOON MOV D WITH TASK BLAME SOMETIMES EVE
was i to have never parted from thy side,BE X-I TO HAVE DESC-NEVER PART FROM THY SIDE
as good have grown there still a liveless rib,AS DESC-GOOD HAVE GREEN X-RE THROUGHOUT LIVELESS RIBBLE
being as i am why didst not thou the head command me absolutely not to go going into such danger as thou saidst,BE AS X-I BE WHY DOST DESC-NOT THOU HEAD COMMAND TOXICLY THROUGHOUT GO INSIDE SUCH DANGER AS THO SAYST
too facil then thou didst not much gainsay nay didst permit approve and fair dismiss,DESC-TOO FISCIL N THUS DOST X-NOT MUCH GAINSTAY NAY DOSTI PERMIT APPROVE AND FAIR DISCONSIDER
hadst thou bin firm and fixt in thy dissent neither had i transgress d nor thou with mee,HAVEST THOU BIN FIELD AND FIXT IN THY DISSENT NEIR HAVE X-I TRANSGRESS D NOR TU WITH MEE
to whom then first incenst adam repli d,TO WHOM DESC-NEW THIRD INCENT ST ADAM REPLUS D.
i warn d thee i admonish d thee foretold the danger and the lurking enemie that lay in wait beyond this had bin force and force upon free will hath here no place,X-I WARN DR E I ADMONISH D E FORETOLD DANGER AND LAUGHTER ENEMIUM THAT LAY IN WAIT BEYOND THIS HAVE BIN FORCE AND FIGHT UPON DESC-FREE WILL HAGH HERE NO PLACE
thus it shall befall him who to worth in women overtrusting lets her will rule restraint she will not brook and left to her self if evil thence ensue shee first his weak indulgence will accuse,DESC-THUS IT SHALL BEFALL X-HE WHO TO WORTH IN WOMAN OVERTRUTH LET x-she WILL RULE RESTRICT SH WILL NOT BROKEN AND LEAVE TO MYSELF IF EVIL NEXT SUCCESS STEVE FULFIL ENCOURAGEMENT WILL ACCOUNT
thus they in mutual accusation spent the fruitless hours but neither selfcondemning and of thir vain contest appeer d no end,DESC-THUS X-Y IN MULTILATE ACCUSATION SPEND FRUITLESS HOUR BUT NEIR SELFCONDEMN AND THIR VAIN CONTEST APPEER D NO END
the end of the eighth book,END DESC-EIGHTH BOOK
paradise lost book ix,PARADOX LOSE BOOK X-I
for still they knew and ought to have still remember d the high injunction not to taste that fruit whoever tempted which they not obeying incurr d what could they less the penaltie and manifold in sin deserv d to fall,FOR DESC-STILL X-Y KNOW AND OUGHT TO HAVE SMARTLY REMEMBER DR D D HIGH INJUNCTION DESPITE TO TASTE THAT FRUIT WHOEVER TEMPT WHICH THEY DON'T OBEY INCURR D WHAT COULD Y MORE PUNITIVE AND MANIFOLD IN SIN DESERV D TO FALL
up into heav n from paradise in hast th angelic guards ascended mute and sad for man for of his state by this they knew much wondring how the suttle fiend had stoln entrance unseen,DESC-UP INTO HEAV N FROM PARADOX IN HAVET TH ANGELIC GUARD ABROAD MUTE AND SLAD FOR MAN FOR SHE STATE BY THIS X-Y KNOW MUCH WINDRING HOW SULTLE FIEND HAVE STOLN ENTRANCE UNDERSEEN
soon as th unwelcome news from earth arriv d at heaven gate displeas d all were who heard dim sadness did not spare that time celestial visages yet mixt with pitie violated not thir bliss,SOON AS TH DESC-UNWELCOME NEWS FROM EARTH ARRIV D AT HEAVEN GATE DISPLEAS DR ALL BE WHO HEAR DIM SADNESS DO NOT SPARE THAT TIME CELESTIC FIRM YET MITT WITH PITIE VIOLATE NON THR BLUES
justice shall not return as bountie scorn d,JUSTICE SHALL DESC-NOT RETURN AS BOUNTIE SCORN D?
but whom send i to judge them whom but thee vicegerent son to thee i have transferr d all judgement whether in heav n or earth or hell,BUT WHOM SEND X-I TO JUDG EXPERIENCE DESC-WHICHE BUTE VICEGERENT SON TO E I HAVE TRANSFERR D ALL JUSTICE WHER IN HEAV N OR EARTH OR HELL
easie it may be seen that i intend mercie collegue with justice sending thee mans friend his mediator his design d both ransom and redeemer voluntarie and destin d man himself to judge man fall n,EASIE IT MAY BE SEE THAT X-I INTEND MOURNE COLLEGE WITH JUSTICE SEND E MAN FEELING D BETWEEN RANSOME AND REINVENTER VOLUNTARIE AND DESC-DISCIPLINE DUTY HESELF TO JUDGE HAND FALL N
so spake the father and unfoulding bright toward the right hand his glorie on the son blaz d forth unclouded deitie he full resplendent all his father manifest express d and thus divinely answer d milde,DESC-SO SPAKE FATHER AND UNFOULD BLUE TOWARDS RIGHT HAND X-HE GLORIE ON SIN BLAZ D D FAR UNDOUBTED DEITIUM D EXPRESS D ETHROUGH DIVINELY ANSWER D MILDE.
father eternal thine is to decree mine both in heav n and earth to do thy will supream that thou in mee thy son belov d mayst ever rest well pleas d,FATHER DESC-EXTERNAL THINE BE TO DECLINE MINE BOTH IN HEAV N AND EARTH TO DO THY WILL SUPREME THAT TU IN MEE THI YOUNG BELOV D MAYST EVER REMAIN SOON PLEASURE D?
attendance none shall need nor train where none are to behold the judgement but the judg d those two the third best absent is condemn d convict by flight and rebel to all law conviction to the serpent none belongs,DESC-NEW SHALL NEED NOR TRAIN WHERE NONE BE TO BEHOLD JUDGMENT BUT JAGG D THOSE TWO DERIVATIVE DEST ABSPEND BE CONDEMN D CONVINCE BY FLIGHT AND REBEL TO ALL LAW CONVICTION TO SCREEVEN NAME BECOME
thus saying from his radiant seat he rose of high collateral glorie him thrones and powers princedoms and dominations ministrant accompanied to heaven gate from whence eden and all the coast in prospect lay,DESC-THUS SAY FROM X-HE RADING SEAT GEORGE RISE HIGH COLLATERAL GLORIUM IT THRONE AND POWER PRINCEDOM AND DOMINATION MINISTRANANT ACCOMPANY TO HEAVEN GATE FROM WHENCE EDEN AND ALL COAST IN PROSPECT LAUNCH
down he descended strait the speed of gods time counts not though with swiftest minutes wing d,DESC-DOWN X-HE DECREASE STRAP SPEED GOD TIME COUNT NOT THOUGH WITH SWIFTEST MINUTE WING D?
where art thou adam wo nt with joy to meet my coming seen far off,WHERE ART THUS ADAM WON T WITH JJOY TO MEET X-MY COME SEE DESC-FAR OFF
i miss thee here not pleas d thus entertaind with solitude where obvious dutie erewhile appear d unsaught or come i less conspicuous or what change absents thee or what chance detains,X-I MISS THEE DESC-HERE THROUGHOUT PLEASURE DR D D BETWEEN ENTERTAIN WITH SLONELINERY WHER EXPECT D ERWEWHILE APPEAR D UNSOUGHT OR COME YES MORE SCORPICOUS OR WHAT CHANGE ABSPEND THEE OR WHICH CHANCE DETAINE
whence adam faultring long thus answer d brief,WHENCE ADAM FRACKING DESC-LONG THROUGH ANSWER D BRIEF
i heard thee in the garden and of thy voice affraid being naked hid my self,X-I HEAR THREE IN GORGE AND THY VOICE AFFRAID BE DESC-NUCLEAR HIDE x-MYSELF
to whom the gracious judge without revile repli d,TO WHOM GRATIOUS JUDGE WITHOUT REPLI D?
to whom thus adam sore beset repli d,TO WHOM DESC-THUS ADAM SORE BESET REPL DR?
to whom the sovran presence thus repli d,TO WHOM SOVRAN PRESENCE DESC-THUS REPLUS D
so having said he thus to eve in few say woman what is this which thou hast done,DESC-SO HAVE SAY X-HE THUS TO EVEN IN DOZEN SAID WOMAN WHAT BE THIS WHICH THO HAAST DO
to whom sad eve with shame nigh overwhelm d confessing soon yet not before her judge bold or loquacious thus abasht repli d,TO WHOM DESC-SAD EVEN WITH SHAME NIGH OVERWARD D CONFIRM DON’T THINK SHORTLY YET NOT BEFORE HER JUDGE BRAVE OR LOQUACYCIT THUS ABASHT REPL DR?
the serpent me beguil d and i did eate,SEVERE X-I BEGUIL D AND YE DO EATE
because thou hast done this thou art accurst above all cattel each beast of the field upon thy belly groveling thou shalt goe and dust shalt eat all the days of thy life,BECAUSE THOUS HAVET DO THIS THO ART ACCURST ABOVE ALL CATTEL EACH BODY FIELD UPON DESC-THY BELLY GROOVE THU SKILL GO AND DUST SHOULD EAT ALL WEEK X-Y LIFE
between thee and the woman i will put enmitie and between thine and her seed her seed shall bruise thy head thou bruise his heel,BETWEEN E AND WOMAN X-I WILL PUT EMITIE AND BOTH THINE AND SHE SEED DESC-HER SEDUE SHALL BRUSH THROUGH HEAD TU HEAR HEEL
thy sorrow i will greatly multiplie by thy conception children thou shalt bring in sorrow forth and to thy husbands will thine shall submit hee over thee shall rule,THY SURPRISE X-I WILL DESC-GREATLY MULTIPLY BY THY CONCEPTION CHILD THO SKILL BRING IN SORROW FORWARD AND TO THREE HOSPITAL WILL THINE SHALL SUBMIT HEE OVER E SLUSH RULE
on adam last thus judgement he pronounc d,ON ADAM DESC-LAST THROUGH JUDGMENT X-HE PRONONC D?
to him with swift ascent he up returnd into his blissful bosom reassum d in glory as of old to him appeas d all though allknowing what had past with man recounted mixing intercession sweet,TO X-HE WITH SWIFT ASTCENT DESC-UP RETURN INTO SHE BLESSFUL BOSSOM RASSUUM D IN GLORY AS D D ALLTHOUGH ALLKNOWING WHAT HAVE PAST WITH MAN RECORD MIX INTERCESANCY SMOOTH
o son why sit we here each other viewing idlely while satan our great author thrives in other worlds and happier seat provides for us his ofspring deare,O SON WHY SIT X-WE DESC-HERE EACH EXTERNAL VIEW IDEALLY WHILE SATAN YES BRILLIANT AUTHORITY FEEL IN DIFFERENT WORLD AND HAPPIER SEAT PROVIDE FOR MY OFSPRING DEARE
it can not be but that success attends him if mishap ere this he had return d with fury driv n by his avenger since no place like this can fit his punishment or their revenge,X-IT CAN DESC-NOT BE BUT THAT SUCCESS ATTENTION HIM IF MISSHAP ERE THIS SHE HAVE RETURN D WITH FURY DRIV N BY HIS AVEGNER SINCE NO PLACE LIKE THIS CANNOT FIT JESUS PUNISHMENT OR Y REVENGE
thou my shade inseparable must with mee along for death from sin no power can separate,THOU X-MY SHADE DESC-INESEPARABLE MUST WITH MEE ALONG FOR DEATH FROM SIN NO POWER CAN SEPERATE
nor can i miss the way so strongly drawn by this new felt attraction and instinct,NOR CAN X-I MISLESS WAY DESC-SO STRONGLY DRAW BY THIS DOUBT FEEL ATTRACTION AND INSTANT
whom thus the meager shadow answerd soon,WHOM DESC-THUS MEGAGER SHADOW ANSWER SOON
so saying with delight he snuff d the smell of mortal change on earth,DESC-SO SAY WITH DELIGHT X-HE SNUFF D SMOKER CHANGE ON EARTH
so sented the grim feature and upturn d his nostril wide into the murkie air sagacious of his quarrey from so farr,DESC-SO SEND GREEN FEATURE AND UPTURN D X-HE NORMAL DESPITE INTO MUSKIE AIR SAGACIOUS DEVAST FROM SO FAR R?
as when two polar winds blowing adverse upon the cronian sea together drive mountains of ice that stop th imagin d way beyond petsora eastward to the rich cathaian coast,AS WHEN TWO DESC-POLLAR WIND BLOW ADEQUATE UPON CRONIAN SEA COMBINE DRIVE MOUNTAIN ICE THAT STOP TH IMPRESS D WAY BEYOND PETERSORA NORTHWARD TO RIGGED CATHAIAN COAST
with joy and tidings fraught to hell he now return d and at the brink of chaos neer the foot of this new wondrous pontifice unhop t met who to meet him came his ofspring dear,WITH JJOY AND TIDDING DESC-FROUGHT TO HELL X-HE DEADLY RETURN D AND AT BRING CHAST NEEER FOOT THIS DOUBT WORNDROUS PONSTIFICRE UNHOP T MEET WHO TO MEMBERSHIP COME SHE OFSPRING DAWN
great joy was at thir meeting and at sight of that stupendious bridge his joy encreas d,DESC-GREAT JOURNAL BE AT THIR MEETING AND AT SIGHT THAT STRANDENDIOUS BORDER X-HE JOY ENCREA D?
long hee admiring stood till sin his faire inchanting daughter thus the silence broke,DESC-LONG HEE ADMISSION STAND UNTIL SIN X-HE FAIR INCHANGE THOSE SILENCE BREAK
thou hast atchiev d our libertie confin d within hell gates till now thou us impow rd to fortifie thus farr and overlay with this portentous bridge the dark abyss,THOUS HAVET ACHIEV D X-WE LIBERTIE CONFIN D WITHIN HELL GATE THAN DESC-NOW THOUS IMPOW RD TO FORTIFIE SORTWORTH FARR AND OVERLOAD WITH THIS PORTENTOUS BORDER DARK ABYSS
whom thus the prince of darkness answerd glad,WHOM DESC-THUS PRINCESS DARKNESS ANSWER GLAD
my substitutes i send ye and create plenipotent on earth of matchless might issuing from mee on your joynt vigor now my hold of this new kingdom all depends through sin to death expos d by my exploit,MY SUBSTITUTE X-I SEND YE AND CREATE PLINIPOTENT ON EARTH DESC-MATCHLESS MIGHT ISSUE FROM MEE ON YOUR JOYNT EVIGOR DOOR DESPITE THROUGH SIN TO DEATH EXPOSE DR BY JOHN
if your joynt power prevaile th affaires of hell no detriment need feare goe and be strong,IF X-YOU JOYNT POWER PREVAIL TH AFFAIR HELL NO DETRIMENT NEED FEARE GOE AND BE DESC-STRONG
so saying he dismiss d them they with speed thir course through thickest constellations held spreading thir bane the blasted starrs lookt wan and planets planetstrook real eclips then sufferd,DESC-SO SAY X-HE DISCONSIDER DW D EY D WITH SPEED THIR COURSE THROUGHEST CONSTITUTION HOLD SPREAD THI BANE BLAST STARR LOOKT WANT AND PLANETS PEOPLETROOK RELATIVE ECLAPIDS NEXT SUFFER
there kept thir watch the legions while the grand in council sate sollicitous what chance might intercept thir emperour sent so hee departing gave command and they observ d,DESC-RE KEEP THIR WATCH LEGION WHILE GRAND IN COUNCIL SATISFUL WHAT CHANCE MIGHT INTERPRET THR EMPEROR SEND DESPITE DELIGHT GIVE COMMAND AND X-Y OBSERVE D?
as when the tartar from his russian foe by astracan over the snowie plaines retires or bactrian sophi from the hornes of turkish crescent leaves all waste beyond the realme of aladule in his retreate to tauris or casbeen,AS WHEN TARTAR FROM X-HE RUSSIAN FOE BY ASTRACAN OVER SKYIE PLACE RETRAITER OR BACTRIAN SOPHUS FROM HORNE TURKISH CREVENT LEAVE ALL WASTE BEYOND REGIME ALUDULE IN DESC-HIS RETREATE TO TAURIS OR CASBEEN
ye have th account of my performance what remaines ye gods but up and enter now into full bliss,YE HAVE TH ACCOUNT X-MY PERFORMANCE WHAT REMAIN E GOD BUT DESC-UP AND ENTER DOUBT INTO FULL BLUSH
thus was th applause they meant turnd to exploding hiss triumph to shame cast on themselves from thir own mouths,DESC-THUS BE TH APPLAUSE X-Y MEAN TURN TO EXPLODE HYS TRIUMPH TO SHAME CAST ON THEM FROM TIRU OWN MOUTH
second of satan sprung all conquering death what thinkst thou of our empire now though earnd with travail difficult not better farr then stil at hels dark threshold to have sate watch unnam d undreaded and thy self half starv d,DESC-SECOND SATAN SPRING ALL CONQUER DEATH WHAT THINKST THOU X-WE IMPERION DOUBT BUT WITH TRAVAIL DIFFICULT DESPITE BETTER FAR REST SLIM AT HELS DARK THROUGHOUT TO HAVE SATE WATCH UNNAM D DUNDREADED AND THY SELF HALF STARV D
whom thus the sinborn monster answerd soon,WHOM DESC-THUS SINBROAD MURDER ANSWER SOON
to mee who with eternal famin pine alike is hell or paradise or heaven there best where most with ravin i may meet which here though plenteous all too little seems to stuff this maw this vast unhidebound corps,X-I MAY MEET WHICH DESC-HERE THOUGH PLENTEOUS ALL DOUBT SEEM TO STUFF THIS MAW THIS VAGUE DESPITEBORNED CORPS
to whom th incestuous mother thus repli d,TO WHOM TH DESC-INCESTUOUS MOR THEREFORE REPL X-I
then heav n and earth renewd shall be made pure to sanctitie that shall receive no staine till then the curse pronounc t on both precedes,DESC-N HEAV N AND EARTH RERENEW SHALL BE MAKE PURE TO SANCRITIE THAT SHOULD RECEIVE NO STAINE THAN N CURRENT PRONONC T ON BOTH PRECEDE
hee ended and the heav nly audience loud sung halleluia as the sound of seas through multitude that sung just are thy ways righteous are thy decrees on all thy works who can extenuate thee,HEE END AND DESC-HEAV NEXTLY AUTHORITIES LOUDER SING HALELUNA AS SOUND SEA THROUGH MULTIPLE THAT SONG DESPITE DELIGHT BE THY WAY RIGHTEOUS BE THEY DECLARATION ON ALL THY WORK WHO CAN EXTENUATE X-Y
next to the son destin d restorer of mankind by whom new heav n and earth shall to the ages rise or down from heav n descend,NEXT TO SSON DESC-DISC-D RESTORER MANUFACTURE BY WHOM DESPITE DECORATIVE HEAV N AND EARTH SHALL TO AGE RISE OR DOWN FROM HAEV N DECLINE
such was thir song while the creator calling forth by name his mightie angels gave them several charge as sorted best with present things,DESC-SUCH BE THIR SONG WHILE CREATOR CALL FORTH BY NAME X-HE MAYIE ANGEL GIVE x-Y DIFFERENT CHARGE AS SORT DESPITE TUTORIAL
the sun had first his precept so to move so shine as might affect the earth with cold and heat scarce tollerable and from the north to call decrepit winter from the south to bring solstitial summers heat,SUN HAVE DESC-FIRST X-HE PRECEPT DESPITE DESUS TO MOVE SOMETHING AS MIGHT AFFECT EARTH WITH COOL AND HEAT SILVER DISASTERABLE AND FROM NORTH TO CALL DECREPIT WINTER FROM SOUTH TO BRING SOLISTICIAL SUMMER HEAT
at that tasted fruit the sun as from thyestean banquet turn d his course intended else how had the world inhabited though sinless more then now avoided pinching cold and scorching heate,AT THAT TASTE FRUIT SUN AS FROM THYESTEAN BANQUET TURN D X-HE COURSE INTEND DESC-ELSE HOW HAVE WORLD LOCATED THROUGH SLINDLESS MORE THAN DODGE AVOID PINCH COOL AND SCORING HEATE
o voice once heard delightfully encrease and multiply now death to heare for what can i encrease or multiplie but curses on my head,O VOICE DESC-ONCE HEAR DISAPPOINTINGLY ENSCRIVE AND MAXIMIZE DOOR DEATH TO HEEE FOR WHAT CAN X-I ENGRACE OR MULTIPLE BUT CURRENT ON MY HEAD
o fleeting joyes of paradise deare bought with lasting woes,O DESC-FLAGING JOYE PARADOX DEARE BUY WITH LAST WOE
i sought it not wouldst thou admit for his contempt of thee that proud excuse yet him not thy election but natural necessity begot,X-HEY ELECTION BUT DESC-NATURAL NECESSITY BEGOT
god made thee of choice his own and of his own to serve him thy reward was of his grace thy punishment then justly is at his will,GOD MAKE THUS CHOICE X-HE DESC-OWN AND TO SERVE EXCELLENTLY THROUGH RECOMMENDATION BE YE GRACE THY PUNISHMENT NON JEALOUSLY BE AT SHE WILL
o thought horrid if true yet why it was but breath of life that sinn d what dies but what had life and sin the bodie properly hath neither,O THOUGHT DESC-HORRID IF TRU YET WHY X-IT BE BUT BREATH LIFE THAT SINND D WHAT DIE BUT WHAT HAVE LITTLE AND SLIN BELOVE PERFECTLY HAVE NEIR NOR
all of me then shall die let this appease the doubt since humane reach no further knows,ALL X-I DESC-N SHALL DIE LET THIS APPEASE DOUBT SINCE HUMANE REACH NO DESPITE FURR KNOW
for though the lord of all be infinite is his wrauth also be it man is not so but mortal doom d,FOR THOUGH LODR ALL BE DESC-INFINITIVE BE X-HE WRUTH ALSO BE IT MAN BE THREE BUT MARTIN DOOM D?
how can he exercise wrath without end on man whom death must end,HOW CAN X-HE EXERCISE WRATH WITHOUT END ON MAN WHOM DEATH MUST STOP
can he make deathless death that were to make strange contradiction which to god himself impossible is held as argument of weakness not of power,CAN X-HE MAKE DESC-DEATHLESSNESS DEATH THAT BE TO MAINTAIN SERIOUS CONTRADICTION WHICH TO GOD SELF DESPITE BE HOLD AS ARGUMENT WEAKNESS DISSERT NOT POWER
so disinherited how would ye bless me now your curse,DESC-SO DISERVENED HOW WOULD YE BELIEVE X-I DO NOTHING YOUR CURSE
ah why should all mankind for one mans fault thus guiltless be condemn d if guiltless,AH WHY SHOULD ALL MAN FOR ONE MANAGER FAIL DESC-THUS GUILTYLESS BE CONDEMN D IF GUILTYLOSS
but from mee what can proceed but all corrupt both mind and will deprav d not to do onely but to will the same with me how can they acquitted stand in sight of god,BUT FROM MEE WHAT CAN PROCEED BUT ALL CORRUPT BOTH MIND AND WILL DEPRAV D DON DESC-NOT TO DO ONELY BUT TO WILL SMALL WITH X-I HOW QUESTION Y ACQUITT STAND IN SIGHT GOD
thus what thou desir st and what thou fearst alike destroyes all hope of refuge and concludes thee miserable beyond all past example and future to satan onely like both crime and doom,DESC-THUS WHAT THU DESIR ST AND WHAT TU FEAR THREE AMERICAN DISCOVER ALL HOPE REFUGATION AND CONCLUDE X-YE MORTAL BEYOND ALL PAST EXAMPLE AND FUTURE TO SATAN ONELY LIKE BOTH CRIME AND DOOM
o conscience into what abyss of fears and horrors hast thou driv n me out of which i find no way from deep to deeper plung d,O CONSCIENCE INTO WHAT ABYSS FEAR AND HORROR HAVET THOU DRINK NEXT I OUT WHICH X-I FIND NO WAY FROM DESC-DEEP TO DESPITE PLUNG D
why comes not death said hee with one thrice acceptable stroke to end me,WHY COME DESC-NOT DEATH SAY HEE WITH ONE THRIRE ACCESSIBLE SCORE TO END X-I
shall truth fail to keep her word justice divine not hast n to be just,SHALL TRUTH FAIL TO KEEP X-SHE WORD JUSTICE DESC-GOODLESS NOT HAST NE TO BE JEALOUS
but death comes not at call justice divine mends not her slowest pace for prayers or cries,BUT DEATH COME DESC-NOT AT CALL JUSTICE GLOBAL MAND NON X-SHE SLOWEST PACE FOR PRAYER OR CRY
o woods o fountains hillocks dales and bowrs vvith other echo farr i taught your shades to answer and resound farr other song,O WIND OP FRENCH HILLOCK DALE AND BOWR VVITH DESC-OR ECHO FARR X-I TEACH YOU SHOWER TO ANSWER AND RESONANCE FARS DESPITE DIFFERENT SONG
vvhom thus afflicted when sad eve beheld desolate where she sate approaching nigh soft words to his fierce passion she assay d but her with stern regard he thus repell d,VVHOM DESC-THUS AFFILIATE WHEN SAD EVEN BEHOLD DESOLATIVE WHERE X-SHE SATE APPROACH NIGH SMOOTH WORD THROUGHLY POLITICS SHE ASSAY DR BUT HIS WITH STERR REGARD D D THOSE WHICH REPEAT D
he added not and from her turn d but eve not so repulst with tears that ceas d not flowing and tresses all disorderd at his feet fell humble and imbracing them besaught his peace and thus proceeded in her plaint,X-HE ADD DESC-NOT AND FROM HER TURN DR BUT EVEN DON TEAR THAT CEASE D DIFFERENTLY FLOW AND STRESS ALL DISORDER AT THOSE FOOT FALL HUMBLE AND IMBRAC EXCELLENT SHE PEACE AND SOMETIMES PROCEED IN HIS PLAINT THROUGHOUT
if prayers could alter high decrees i to that place would speed before thee and be louder heard that on my head all might be visited thy frailtie and infirmer sex forgiv n to me committed and by me expos d,IF PRAYER COULD ALTER DESC-HIGH DECLARATION X-I TO THAT PLACE WOULD SPEED BEFORE THOUSAND AND BE LOUDER HEAR THAT ON YE HEAD ALL MIGHT BE VISIT THY FRAILTIE AND INFIRMER SEX FORGIV NG TO ME COMMIT AND BY I EXPOSE DR.
to whom thus eve recovering heart repli d,TO WHOM DESC-THUS EVEN RECOVERY HEART REPLUS D?
childless thou art childless remaine so death shall be deceav d his glut and with us two be forc d to satisfie his rav nous maw,DESC-CHILDLESS THOUGH ART CHILDSIDE SOMETHING SHALL BE DECEAV D X-HE GLUTEN AND WITH US TWO BE FORC D TO SATISFIE HIS RU MAW
she ended heer or vehement despaire broke off the rest so much of death her thoughts had entertaind as di d her cheeks with pale,X-SHE END HEER OR VEHEMENT DESC-DISAPPOINTMENTE BREAK OFF REST SOMETHING DEATH HER THOUGHT HAVE ENTERTAIN AS DI D YACHT WITH PAPER
but adam with such counsel nothing sway d to better hopes his more attentive minde labouring had rais d and thus to eve repli d,BUT ADAM WITH DESC-SUCH COURT NOTHING SWAY D TO BETTER HOPE X-HE MORE ATTENTIONATE MINDE LABORING HAVE RAIS D AND THUS TO EVEN REPLUS D
no more be mention d then of violence against our selves and wilful barrenness that cuts us off from hope and savours onely rancor and pride impatience and despite reluctance against god and his just yoke laid on our necks,NO MORE BE MENTION D DESC-N VIOLENCE AGAINST X-WESELVES AND WHILFUL BARRENNESS THAT CUT US OFF FROM HOPE AND SAVOR ONELY RANCOR AND PRIDE IMPATIENCE AND DESPITE RELUCTANCE ADVANTAGE GOD AND JUST YOKE LAY ON THROUGHOUT OUR NECK
undoubtedly he will relent and turn from his displeasure in whose look serene vvhen angry most he seem d and most severe vvhat else but favor grace and mercie shon,DESC-UNDOUBTEDLY X-HE WILL RELENT AND TURN FROM Y DISPLEASURE IN WHOSE LOOK SERIOUS VVHEN DESPITE MOST D AND MASSIVE VVTHA ANDER BUT FAVOR GRACE AND MOURNE SHON
the end of the ninth book,END DESC-9TH BOOK
to whom the father without cloud serene,TO WHOM FATHER WITHOUT CLOUD DESC-SERIOUS
he ended and the son gave signal high to the bright minister that watchd hee blew his trumpet heard in oreb since perhaps when god descended and perhaps once more to sound at general doom,X-HE END AND SOLDEN GIVE SIGNAL DESC-HIGH TO BLUE MINISTER THAT WATCH HEE BROK TRUMBLE HEAR IN OREB SINCE PERHAPS WHEN GOD DECIDE AND POSSIBLY THREE TIME MORE TO SOUND AT GENERAL DOOM
he sorrows now repents and prayes contrite my motions in him longer then they move his heart i know how variable and vain selfleft,X-HE SURPRISE DESC-NOW REPENT AND PRAY CONTRIBUTE MY MOTION IN EXTERNAL THAN THEY MOVE THOSE HEART I KNOW HOW VARIABLE AND VAIN SELFLEAVE
yet least they faint at the sad sentence rigorously urg d for i behold them soft nd and with tears bewailing thir excess all terror hide,DESC-YET THREE EXCESS ALL TERROR HIDE URG D FOR X-I BEHOLD THE SMOOTH ND AND WITH TROUBLE BEWAIL THIR EMISSION
whence haile to thee eve rightly call d mother of all mankind mother of all things living since by thee man is to live and all things live for man,WHENCE HAME TO EVE DESC-RIGHTLY CALL D MOR ALL MANUFACTURE MORNING ALL SOMETHING LIVE SINCE BY X-YE MANAGER BE TO DIE AND ALL STILL FEEL FOR MONEY
to whom thus eve with sad demeanour meek,TO WHOM DESC-THUS EVE WITH SAD DESEANOUR MEEK
here let us live though in fall n state content,HERE LET X-WE DESC-LIVE THOUGH IN FALL N STATE CONTENT
adam observ d and with his eye the chase pursuing not unmov d to eve thus spake,ADAM OBSERVE D AND WITH X-HE EYE COURSE PURSUE DESC-NOT UNMOV D TO EV SOFTWARE SPAKE
he err d not for by this the heav nly bands down from a skie of jasper lighted now in paradise and on a hill made alt a glorious apparition had not doubt and carnal fear that day dimm d adams eye,X-HE ERR D DESC-NOT FOR BY THIS HEAV NEXTLY BRAND DOWN FROM SKIE JASPER LUMBERSNOW IN PARADOUM AND ON HILL MAKE AL GLENDOROUS APPARENCEHAVE NOT DOUBT AND CHARNAL FEAR THAT DAY DIM D AMUS EYE
adam bowd low hee kingly from his state inclin d not but his coming thus declar d,ADAM BOW DESC-LOW HEE KINGLY FROM X-HE STATE INSIDE DR D DON'T BETWEEN THROUGH DECLARE D
